"Region-2
County-3
District-4",Type,School,FacilityName,Address,City,Zip,GradeServed,lat,lng
060162120,16,0002,West Leyden High School,1000 N Wolf Rd,Northlake,60164 1438,9-12,41.925839,-87.904119
060162340,16,0001,Ridgewood Comm High School,7500 W Montrose Ave,Norridge,60706 1153,9-12,41.959661,-87.815809
060164010,26,0001,Elmwood Park High School,8201 W Fullerton Ave,Elmwood Park,60707 2449,9-12,41.922901,-87.832048
060164010,26,1001,Elm Middle School,7607 W Cortland St,Elmwood Park,60707 3646,7-8,41.914039,-87.816066
060164010,26,2003,Elmwood Elem School,2319 N 76th Ave,Elmwood Park,60707 3027,1-6,41.921871,-87.815809
060164010,26,2004,John Mills Elem School,2824 N 76th Ave,Elmwood Park,60707 1438,1-6,41.931116,-87.816426
060164010,26,2005,Early Childhood Center,4 W Conti Pkwy,Elmwood Park,60707 4506,"P,K",41.927923,-87.817383
070161040,02,1001,Heritage Middle School,6021 S 74th Ave,Summit,60501 1500,6-8,41.78289,-87.805837
070161040,02,2001,Dr Donald Wharton Elem School,7555 W 64th St,Summit,60501 1925,5,41.775048,-87.809245
070161040,02,2003,Otis P Graves Elem School,6021 S 74th Ave,Summit,60501 1500,P-4,41.78289,-87.805837
070161040,02,2004,W W Walker Elem School,7735 W 66th Pl,Bedford Park,60501 1903,K-4,41.77093,-87.813484
070161040,02,2005,Walsh Elem School,5640 S 75th Ave,Summit,60501 1346,K-4,41.788758,-87.808751
070161080,02,2001,Willow Springs Elem School,8345 Archer Ave,Willow Springs,60480 1402,K-8,41.738362,-87.865269
070161090,02,1006,Geo T Wilkins Jr High School,8001 S 82nd Ave,Justice,60458 1569,7-8,41.745928,-87.823916
070161090,02,2001,Bridgeview Elem School,7800 S Thomas Ave,Bridgeview,60455 1524,K-6,41.74956,-87.805961
070161090,02,2002,Frank A Brodnicki Elem School,8641 W 75th St,Justice,60458 1114,K-6,41.754581,-87.834959
070161090,02,2004,Robina Lyle Elementary School,7801 W 75th St,Bridgeview,60455 1288,K-6,41.755235,-87.814568
070161090,02,2006,George T Wilkins Elem School,8001 S 82nd Ave,Justice,60458 1569,K-6,41.745928,-87.823916
070161090,02,3001,Gladness V Player Early Childhood Center,8600 S Roberts Rd,Justice,60458 2307,P,41.734769,-87.818607
070161100,02,2002,Charles J Sahs Elem School,5001 S Long Ave,Chicago,60638 1733,P-8,41.802086,-87.757682
070161110,02,1001,Liberty Junior High School,5900 W 81st St,Burbank,60459 1900,7-8,41.74486,-87.768371
070161110,02,2001,Luther Burbank Elem School,8235 Linder Ave,Burbank,60459 2066,K-6,41.742735,-87.758001
070161110,02,2002,Richard Byrd Elementary School,8259 Lavergne Ave,Burbank,60459 2794,K-6,41.742516,-87.745841
070161110,02,2005,J B Kennedy Elem School,7644 Central Ave,Burbank,60459 1308,K-6,41.749455,-87.760806
070161110,02,2006,Maddock Elementary School,8258 Sayre Ave,Burbank,60459 1631,P-6,41.741616,-87.79474
070161110,02,2007,F B Mccord Elem School,8450 Nashville Ave,Burbank,60459 2335,K-6,41.738301,-87.78487
070161110,02,2010,Edward J Tobin Elem School,8501 Narragansett Ave,Burbank,60459 2474,K-6,41.73765,-87.779823
070161110,02,2011,Harry E Fry School,7805 Mobile Ave,Burbank,60459 1109,K-6,41.750257,-87.77771
07016113A,02,1002,Old Quarry Middle Sch,16100 W 127th St,Lemont,60439 7462,6-8,41.656183,-88.014514
07016113A,02,2002,Oakwood School,1130 Kim Pl,Lemont,60439 4317,P-2,41.660955,-87.997033
07016113A,02,2004,River Valley School,15425 E 127th St,Lemont,60439 4494,3-5,41.656831,-87.995368
070161170,02,1001,H H Conrady Jr High School,7950 W 97th St,Hickory Hills,60457 2327,6-8,41.715078,-87.816495
070161170,02,2002,Dorn Primary Center,7840 W 92nd St,Hickory Hills,60457 2012,P-1,41.724227,-87.814133
070161170,02,2003,Glen Oaks Elem School,9045 S 88th Ave,Hickory Hills,60457 1252,2-5,41.727667,-87.837479
070161170,02,2004,Oak Ridge Elem School,8791 W 103rd St,Palos Hills,60465 1633,2-5,41.703478,-87.83641
070161170,02,2005,Dr Kenneth M Sorrick School,7825 W 103rd St,Palos Hills,60465 1676,P-1,41.703987,-87.811202
070161180,04,1004,Palos South Middle School,13100 S 82nd Ave,Palos Park,60464 2191,6-8,41.654612,-87.820417
070161180,04,2002,Palos East Elementary School,7700 W 127th St,Palos Heights,60463 1257,K-5,41.660631,-87.810049
070161180,04,2003,Palos West Elementary School,12700 S 104th Ave,Palos Park,60464 1510,P-5,41.65905,-87.873958
070161220,02,1005,Simmons Middle School,6450 W 95th St,Oak Lawn,60453 2262,6-8,41.719725,-87.781096
070161220,02,2001,Columbus Manor Elem School,9700 Mayfield Ave,Oak Lawn,60453 3638,P-5,41.715905,-87.767546
070161220,02,2002,Ernest F Kolb Elem School,9620 Normandy Ave,Oak Lawn,60453 2131,K-5,41.717664,-87.787323
070161220,02,2003,Harnew Elem School,9101 Meade Ave,Oak Lawn,60453 1570,P-5,41.727061,-87.772819
070161220,02,2004,George W Lieb Elem School,9101 Pembroke Ln,Bridgeview,60455 2221,K-5,41.7268,-87.791662
070161230,02,1001,Oak Lawn-Hometown Middle Sch,5345 W 99th St,Oak Lawn,60453 3815,6-8,41.712382,-87.754777
070161230,02,2003,J Covington Elem School,9130 S 52nd Ave,Oak Lawn,60453 1742,K-5,41.726048,-87.750912
070161230,02,2006,J M Hannum Elem School,9800 S Tripp Ave,Oak Lawn,60453 3554,K-5,41.714727,-87.727254
070161230,02,2007,Hometown Elem School,8870 S Duffy Ave,Hometown,60456 1140,P-5,41.730245,-87.729722
070161230,02,2008,Kolmar Avenue Elem School,10425 S Kolmar Ave,Oak Lawn,60453 4847,P-5,41.703373,-87.733994
070161230,02,2010,Sward Elem School,9830 Brandt Ave,Oak Lawn,60453 3029,K-5,41.713905,-87.744825
070161240,02,1001,Central Middle School,9400 S Sawyer Ave,Evergreen Park,60805 2328,6-8,41.722399,-87.703111
070161240,02,2002,Northeast Elem School,9058 S California Ave,Evergreen Park,60805 1300,P-5,41.728672,-87.692308
070161240,02,2003,Northwest School,3630 W 92nd St,Evergreen Park,60805 1401,P-5,41.726237,-87.712856
070161240,02,2004,Southeast Elem School,9800 S Francisco Ave,Evergreen Park,60805 2624,K-5,41.715251,-87.694254
070161240,02,2005,Southwest Elem School,9900 S Central Park Ave,Evergreen Park,60805 3305,K-5,41.713163,-87.711355
070161250,02,1001,Hamlin Upper Grade Center,12150 S Hamlin Ave,Alsip,60803 1218,6-8,41.671761,-87.71477
070161250,02,2003,Lawn Manor School,4300 W 108th Pl,Oak Lawn,60453 5354,P-2,41.695893,-87.727853
070161250,02,2004,Meadow Lane School,11800 S Meadow Lane Dr,Merrionette Park,60803 5824,3-5,41.6829,-87.697494
070161260,02,1005,Prairie Jr High School,11910 S Kostner Ave,Alsip,60803 2307,7-8,41.676401,-87.729593
070161260,02,2001,Hazelgreen Elem School,11751 S Lawler Ave,Alsip,60803 4931,P-6,41.678947,-87.745242
070161260,02,2002,Lane Elem School,4600 W 123rd St,Alsip,60803 2522,P-6,41.668993,-87.733452
070161260,02,2004,Stony Creek Elem School,11700 S Kolin Ave,Alsip,60803 2141,P-6,41.680312,-87.728223
